Protocol,Total,Terraswap,Lido,Mirror,Anchor,Spectrum Protocol,LoTerra,Pylon Protocol,ApolloDAO,Nexus Protocol,Loop Finance,Starterra,Astroport,Stader,INK Protocol,TerraFloki,Soluna,White Whale,PRISM Protocol,Edge Protocol,Mars Protocol,Risk Harbor,Kujira,Angel Protocol,BaksDAO,Aperture Finance,Steak
5/5/2021,4240503236,997777987.9,827609441.5,1677090242,738025564.6,,,,,,,,,,,,,,,,,,,,,,
6/5/2021,4300421325,1002541248,837796943.7,1697773143,762309990.4,,,,,,,,,,,,,,,,,,,,,,
7/5/2021,4287531573,1024569265,829581776.4,1683460966,749919565.8,,,,,,,,,,,,,,,,,,,,,,
8/5/2021,4261228171,1029362782,798401362.8,1684264644,749199381.8,,,,,,,,,,,,,,,,,,,,,,
9/5/2021,4318545087,1038627691,815262349.4,1693652020,771003027.1,,,,,,,,,,,,,,,,,,,,,,
10/5/2021,4328025929,1015350500,832301718,1706905566,773468145,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,4272604309,1013589219,829030501.4,1708141052,721843536.5,,,,,,,,,,,,,,,,,,,,,,
12/5/2021,4291776702,1023289717,775608983.6,1732740866,760137135.4,,,,,,,,,,,,,,,,,,,,,,
13/5/2021,4243946708,1004866325,814324568.1,1668281660,756474154.6,,,,,,,,,,,,,,,,,,,,,,
14/5/2021,4303100994,1032742062,802185206.5,1685705564,782468160.9,,,,,,,,,,,,,,,,,,,,,,
15/5/2021,4141323746,1011278341,744290521.4,1652696956,733057928.6,,,,,,,,,,,,,,,,,,,,,,
16/5/2021,4271810237,1010818441,800132744.4,1680944812,779914239.1,,,,,,,,,,,,,,,,,,,,,,
17/5/2021,4138740852,996785306.7,736477699,1675033009,730444837.6,,,,,,,,,,,,,,,,,,,,,,
18/5/2021,4178077851,982353669.7,780304062,1642653859,772766260.1,,,,,,,,,,,,,,,,,,,,,,
19/5/2021,3364482146,800840993,486805747.8,1512776258,564059147.2,,,,,,,,,,,,,,,,,,,,,,
20/5/2021,3368769523,779352732.9,528564480.6,1462959991,597892318.7,,,,,,,,,,,,,,,,,,,,,,
21/5/2021,3066094325,720979154.2,395548809.7,1411233437,538332924.4,,,,,,,,,,,,,,,,,,,,,,
22/5/2021,2954185215,703993623.3,318695602.4,1428238575,503257413.6,,,,,,,,,,,,,,,,,,,,,,
23/5/2021,2422512568,543718997.8,213901927,1258434764,406456879.2,,,,,,,,,,,,,,,,,,,,,,
24/5/2021,2615343234,566668334.2,338720688.5,1206302960,503651251.2,,,,,,,,,,,,,,,,,,,,,,
25/5/2021,2629837230,572147576.8,320506786.4,1231937645,505245221.1,,,,,,,,,,,,,,,,,,,,,,
26/5/2021,2804233734,597283994.3,359243240.5,1306758739,540947760.6,,,,,,,,,,,,,,,,,,,,,,
27/5/2021,2802201975,618907240.8,328362060.5,1341971236,512961437.5,,,,,,,,,,,,,,,,,,,,,,
28/5/2021,2780277556,627959497.8,291849979.4,1374140993,486327085.7,,,,,,,,,,,,,,,,,,,,,,
29/5/2021,2713377618,614872636.7,273690391.2,1356306748,468507841.8,,,,,,,,,,,,,,,,,,,,,,
30/5/2021,2795986631,617327902.5,310805025,1364475762,503377941.8,,,,,,,,,,,,,,,,,,,,,,
31/5/2021,2889292691,625212839.8,349465013.8,1373061869,541552969.1,,,,,,,,,,,,,,,,,,,,,,
1/6/2021,2898086345,626082333.3,345195756.1,1394505973,532302282.7,,,,,,,,,,,,,,,,,,,,,,
2/6/2021,3006482669,636166708.4,380297763.5,1427311484,562706713.1,,,,,,,,,,,,,,,,,,,,,,
3/6/2021,3105149968,649898178.6,430520823.5,1419529025,605201940.9,,,,,,,,,,,,,,,,,,,,,,
4/6/2021,2937997853,641606067.8,371228977.9,1378951382,546211426.3,,,,,,,,,,,,,,,,,,,,,,
5/6/2021,2906874078,635090089.4,347988118.2,1393452351,530343519.5,,,,,,,,,,,,,,,,,,,,,,
6/6/2021,2940580400,644357012.6,359738820.1,1398231182,538253385.4,,,,,,,,,,,,,,,,,,,,,,
7/6/2021,2878025172,665530588.4,324501132.2,1379962787,508030664.3,,,,,,,,,,,,,,,,,,,,,,
8/6/2021,2920197789,675934368.7,338679472.7,1371959870,533624077.7,,,,,,,,,,,,,,,,,,,,,,
9/6/2021,3008675696,684402648.8,370195498.2,1383586083,570491465.4,,,,,,,,,,,,,,,,,,,,,,
10/6/2021,3014819547,687501954.2,376123526.3,1374193698,577000368.5,,,,,,,,,,,,,,,,,,,,,,
11/6/2021,2937005336,674931334.7,348704338.8,1363530781,549838881.5,,,,,,,,,,,,,,,,,,,,,,
12/6/2021,2937521781,670374194.3,351812422.6,1358811893,556523271,,,,,,,,,,,,,,,,,,,,,,
13/6/2021,3044975367,675080918.4,396067401.7,1366879903,606947144.2,,,,,,,,,,,,,,,,,,,,,,
14/6/2021,3074793683,671999334.4,411167251.1,1362483086,629144011.6,,,,,,,,,,,,,,,,,,,,,,
15/6/2021,3145293364,671381489.7,443138448.3,1369286792,661486633.6,,,,,,,,,,,,,,,,,,,,,,
16/6/2021,3074846372,664589698.8,412593966.6,1357207986,640454721,,,,,,,,,,,,,,,,,,,,,,
17/6/2021,3137977301,680311833.9,414083908.8,1400875419,642706139.8,,,,,,,,,,,,,,,,,,,,,,
18/6/2021,3141707725,690734160.6,404724593.8,1425902571,620346399.1,,,,,,,,,,,,,,,,,,,,,,
19/6/2021,3126194588,689274998,397012832.2,1415952815,623953942.8,,,,,,,,,,,,,,,,,,,,,,
20/6/2021,3142652843,683824539,407916775.2,1410810634,640100894.8,,,,,,,,,,,,,,,,,,,,,,
21/6/2021,2982013965,663308097.7,340974523.7,1408875438,568855905.4,,,,,,,,,,,,,,,,,,,,,,
22/6/2021,3002763629,665982131.4,343080870.1,1416949292,576751335.3,,,,,,,,,,,,,,,,,,,,,,
23/6/2021,3117106519,684395063.2,383609961.8,1439558011,609543483.2,,,,,,,,,,,,,,,,,,,,,,
24/6/2021,3172440692,704564934.7,401852021.5,1448069729,617954006.4,,,,,,,,,,,,,,,,,,,,,,
25/6/2021,3139221002,710544397.1,383275545.2,1439254182,606146878.1,,,,,,,,,,,,,,,,,,,,,,
26/6/2021,3157308666,703576939.7,387135462.9,1450110281,616485982.1,,,,,,,,,,,,,,,,,,,,,,
27/6/2021,3204688912,714876863.8,405115180.8,1439218074,645478793.9,,,,,,,,,,,,,,,,,,,,,,
28/6/2021,3221175113,704397126.7,416084594.2,1433037507,667655884.9,,,,,,,,,,,,,,,,,,,,,,
29/6/2021,3306315334,711311275.8,452704965.3,1437025823,705273270.4,,,,,,,,,,,,,,,,,,,,,,
30/6/2021,3415794401,716550788.7,495906367.4,1453598820,749738424.8,,,,,,,,,,,,,,,,,,,,,,
1/7/2021,3337201208,717399952.3,450121917.5,1454514329,715165009.3,,,,,,,,,,,,,,,,,,,,,,
2/7/2021,3358737618,740992260.8,438945093.6,1467761221,711039042.6,,,,,,,,,,,,,,,,,,,,,,
3/7/2021,3362246757,738376893.8,446747009.4,1459539935,717582919.7,,,,,,,,,,,,,,,,,,,,,,
4/7/2021,3395734578,739538793.8,459508115.3,1462436274,734251395.1,,,,,,,,,,,,,,,,,,,,,,
5/7/2021,3417579128,740222408.8,454095664,1470978576,752282478.8,,,,,,,,,,,,,,,,,,,,,,
6/7/2021,3478079176,747090589.9,485793762,1460976303,784218521.1,,,,,,,,,,,,,,,,,,,,,,
7/7/2021,3622108283,762443843.8,553487418.3,1472957498,833219522.7,,,,,,,,,,,,,,,,,,,,,,
8/7/2021,3508911282,738423444.7,522326621.1,1435614026,812547189.8,,,,,,,,,,,,,,,,,,,,,,
9/7/2021,3763839146,751445294,636812649.8,1444978158,930603044.2,,,,,,,,,,,,,,,,,,,,,,
10/7/2021,3724478225,751437470.2,617290540.6,1439260039,916490175,,,,,,,,,,,,,,,,,,,,,,
11/7/2021,3809071317,754568952.7,657223839,1440426971,956851554,,,,,,,,,,,,,,,,,,,,,,
12/7/2021,3711927199,743075108.1,619119346.3,1427024094,922708650.5,,,,,,,,,,,,,,,,,,,,,,
13/7/2021,3620179913,737868108.9,552660727.3,1441070317,888580759.7,,,,,,,,,,,,,,,,,,,,,,
14/7/2021,3637163177,731485885.1,548431394.9,1432885172,903419482.8,20941241.76,,,,,,,,,,,,,,,,,,,,,
15/7/2021,3558380353,712760230.4,522887340.5,1420134658,881656882.2,20941241.76,,,,,,,,,,,,,,,,,,,,,
16/7/2021,3569476676,715318588.8,520642766.7,1416283960,896270818.8,20960541.87,,,,,,,,,,,,,,,,,,,,,
17/7/2021,3554784848,705533564.8,516888542.2,1409183308,903692611.9,19486820.6,,,,,,,,,,,,,,,,,,,,,
18/7/2021,3602116270,709018234.8,527414743.7,1421833734,924348931.9,19500625.53,,,,,,,,,,,,,,,,,,,,,
19/7/2021,3454952060,682266507.8,480493557.6,1376803074,896054747.8,19334172.88,,,,,,,,,,,,,,,,,,,,,
20/7/2021,3445368871,676012744.2,476486203.4,1359939545,913074480,19855899.08,,,,,,,,,,,,,,,,,,,,,
21/7/2021,3593094880,683130440.1,540827053.3,1367448781,980576219.1,21112386.69,,,,,,,,,,,,,,,,,,,,,
22/7/2021,3707605572,689973615.4,595514894.2,1364434784,1035780425,21901852.93,,,,,,,,,,,,,,,,,,,,,
23/7/2021,3797239219,711864150.7,630667244.3,1375751643,1055923600,23032581.59,,,,,,,,,,,,,,,,,,,,,
24/7/2021,3934992237,722231805.6,687952641.2,1383344860,1117391662,24071268.57,,,,,,,,,,,,,,,,,,,,,
25/7/2021,3914917269,719811102.9,667058402.7,1399328896,1104508479,24210387.97,,,,,,,,,,,,,,,,,,,,,
26/7/2021,3944620449,721622054.3,686404275.9,1396322794,1113608210,26663114.68,,,,,,,,,,,,,,,,,,,,,
27/7/2021,4104255822,720997721.9,764427005.2,1391392972,1199722955,27715168.77,,,,,,,,,,,,,,,,,,,,,
28/7/2021,4360693722,735293962.5,886941669.9,1394310802,1315429563,28717724.93,,,,,,,,,,,,,,,,,,,,,
29/7/2021,4398473343,756944163.4,894523424.8,1405229817,1311243408,30532529.34,,,,,,,,,,,,,,,,,,,,,
30/7/2021,4356853696,745884909,881818643.7,1392796254,1305108766,31245123.89,,,,,,,,,,,,,,,,,,,,,
31/7/2021,4356223651,753262222.3,877105261.8,1394267529,1299748370,31840267.92,,,,,,,,,,,,,,,,,,,,,
1/8/2021,4517990045,757814581.4,958020956.2,1391986276,1377830789,32337441.97,,,,,,,,,,,,,,,,,,,,,
2/8/2021,4635659022,763564734.5,1004861107,1392080458,1425777329,34558676.58,445503.4487,14371213.44,,,,,,,,,,,,,,,,,,,
3/8/2021,4967166545,785091350.5,1178347841,1375902309,1577005500,35889413.72,445127.7057,14485003.4,,,,,,,,,,,,,,,,,,,
4/8/2021,4935198398,760308432.4,1185797693,1381431180,1554170524,38497902.19,446470.7926,14546196.43,,,,,,,,,,,,,,,,,,,
5/8/2021,4950642743,761893047.8,1187344416,1387260250,1557530869,41583597.9,448717.3464,14581844.97,,,,,,,,,,,,,,,,,,,
6/8/2021,4907518594,763527442.8,1138202847,1392228556,1556807583,41701392.01,449389.3464,14601382.82,,,,,,,,,,,,,,,,,,,
7/8/2021,4939815071,767788867.7,1146184409,1395643578,1571804723,43125537.77,453191.9122,14814762.79,,,,,,,,,,,,,,,,,,,
8/8/2021,4739016547,758292722.7,1053093802,1386796697,1482542865,42971178.93,451216.0417,14868065.58,,,,,,,,,,,,,,,,,,,
9/8/2021,4869285141,802283308.1,1105365560,1388209843,1513881180,44097775.39,453222.292,14994251.15,,,,,,,,,,,,,,,,,,,
10/8/2021,5226944191,825247871.9,1265288797,1375054366,1701260617,44606486.24,454251.292,15031801.73,,,,,,,,,,,,,,,,,,,
11/8/2021,5285672784,827011374.7,1269970826,1388912057,1736298461,47820614.35,448977.2127,15210473.85,,,,,,,,,,,,,,,,,,,
12/8/2021,5246066561,831540564.5,1269617410,1372062697,1710308688,46557877.94,457681.1242,15521641.69,,,,,,,,,,,,,,,,,,,
13/8/2021,5400074548,851604576.5,1358696942,1372555490,1752050967,48685520.02,453975.6279,16027075.92,,,,,,,,,,,,,,,,,,,
14/8/2021,5346744486,856125138.7,1331105610,1378254399,1714666395,49754496.35,453466.2912,16384980.5,,,,,,,,,,,,,,,,,,,
15/8/2021,5546379760,871822028.6,1387377019,1380936590,1840502402,48681162.1,456141.2912,16604417.34,,,,,,,,,,,,,,,,,,,
16/8/2021,6108459292,887890697.4,1593150362,1390845315,2168454452,50397382.01,456796.607,17264286.15,,,,,,,,,,,,,,,,,,,
17/8/2021,6571281674,910743498.5,1813054100,1416161778,2361078043,52256199.88,457078.9663,17530976.23,,,,,,,,,,,,,,,,,,,
18/8/2021,7434329749,950249983.1,2260748223,1435723859,2705730125,54646932.81,451906.1719,26778720.08,,,,,,,,,,,,,,,,,,,
19/8/2021,7126467844,966768684.1,2008860198,1457625205,2609770526,55216269.24,465024.6742,27761937.55,,,,,,,,,,,,,,,,,,,
20/8/2021,7272640724,978992005.2,2078122852,1454861081,2674457914,57975716.13,457051.5433,27774104.46,,,,,,,,,,,,,,,,,,,
21/8/2021,6861579267,952332617.3,1880915263,1434723971,2509032310,55801551.09,456126.1049,28317428.4,,,,,,,,,,,,,,,,,,,
22/8/2021,6830334385,940314090.7,1838099702,1446341451,2521440705,54887962.18,459327.1049,28791146.69,,,,,,,,,,,,,,,,,,,
23/8/2021,7130324414,990116635.1,1970056373,1441807573,2639878416,58998314.14,463563.2533,29003538.46,,,,,,,,,,,,,,,,,,,
24/8/2021,7131326108,996988570.5,2003832703,1420623958,2620012304,60337132.39,464942.9572,29066497.8,,,,,,,,,,,,,,,,,,,
25/8/2021,7093547465,999663151.5,1937174807,1421552022,2644354153,61082726.99,464554.2038,29256050.7,,,,,,,,,,,,,,,,,,,
26/8/2021,6723505265,975713981.5,1760718356,1417750039,2478779471,60716470.26,471710.1115,29355236.66,,,,,,,,,,,,,,,,,,,
27/8/2021,7437328376,977376885.6,2107492707,1432111459,2827715244,61732899.64,475609.1115,30423571.07,,,,,,,,,,,,,,,,,,,
28/8/2021,7454447025,1029327958,1938600159,1437651278,2953013934,64720101.47,338956.5427,30794638.13,,,,,,,,,,,,,,,,,,,
29/8/2021,7479333402,1055150411,2022198302,1445272416,2859259152,66051075.41,344419.5427,31057625.32,,,,,,,,,,,,,,,,,,,
