Protocol,Total,Terraswap,Lido,Mirror,Anchor,Spectrum Protocol,LoTerra,Pylon Protocol,ApolloDAO,Nexus Protocol,Loop Finance,Starterra,Astroport,Stader,INK Protocol,TerraFloki,Soluna,White Whale,PRISM Protocol,Edge Protocol,Mars Protocol,Risk Harbor,Kujira,Angel Protocol,BaksDAO,Aperture Finance,Steak
30/8/2021,7744031435,1093466766,2265683626,1448570608,2840002049,64732818.07,345092.2284,31230476.12,,,,,,,,,,,,,,,,,,,
31/8/2021,7512678190,1072498491,2131430338,1447497597,2756729922,72828382.84,345179.1893,31348280.92,,,,,,,,,,,,,,,,,,,
1/9/2021,7499323824,1087904771,2119219801,1466670314,2719226246,74446710.08,335862.0556,31520121.26,,,,,,,,,,,,,,,,,,,
2/9/2021,7543300598,1111092817,2038256982,1459511130,2826512911,76343298.43,,31583458.61,,,,,,,,,,,,,,,,,,,
3/9/2021,7481875648,1095610922,2073633707,1448482439,2752476426,79877227.11,,31794926.78,,,,,,,,,,,,,,,,,,,
4/9/2021,7530898958,1114953729,2087169646,1454516487,2761257342,80953216.68,,32048539.16,,,,,,,,,,,,,,,,,,,
5/9/2021,7665090062,1131549456,2004441187,1458371807,2954750580,83875072.82,,32101958.66,,,,,,,,,,,,,,,,,,,
6/9/2021,7613223169,1128618336,2071009407,1457593853,2837312649,86455138,,32233784.9,,,,,,,,,,,,,,,,,,,
7/9/2021,7026484488,853867270.1,2070861940,1448366772,2543973062,77153349.09,,32262094.55,,,,,,,,,,,,,,,,,,,
8/9/2021,7002554445,853084934.6,1908523261,1435315245,2691729152,81625223.32,,32276630.02,,,,,,,,,,,,,,,,,,,
9/9/2021,6926171271,891095082,1729595377,1434532572,2750115964,88431316.9,,32400958.96,,,,,,,,,,,,,,,,,,,
10/9/2021,7914425252,994498330.1,1847946742,1466516708,3476002397,96620858.24,,32840217.09,,,,,,,,,,,,,,,,,,,
11/9/2021,8174486431,998855439.9,2364173862,1457011912,3219647028,101795135.7,,33003053.58,,,,,,,,,,,,,,,,,,,
12/9/2021,8452132957,1019242822,2517114347,1457113636,3254865265,106887183,,96909702.6,,,,,,,,,,,,,,,,,,,
13/9/2021,8322503407,1010978782,2573508803,1444548390,3093082724,103128409.8,,97256297.97,,,,,,,,,,,,,,,,,,,
14/9/2021,8172901559,1100581864,2252221020,1468415443,3014347771,77365558.08,,98135205.61,161834697.5,,,,,,,,,,,,,,,,,,
15/9/2021,8348421232,1126162587,2286614056,1465360754,3081176027,77476834.14,,98053522.35,213577450.5,,,,,,,,,,,,,,,,,,
16/9/2021,8524056741,1141262773,2352763686,1478892561,3164238020,89913323.87,,99682315.07,197304061.4,,,,,,,,,,,,,,,,,,
17/9/2021,8110680279,1105814019,2167534313,1472731647,2996981351,91438561.44,,100601388.1,175578998.1,,,,,,,,,,,,,,,,,,
18/9/2021,8177967294,1114623650,2194273383,1472989725,3024949863,93524455.35,,100018579.1,177587638.3,,,,,,,,,,,,,,,,,,
19/9/2021,7929039596,1080967791,2084505489,1454784297,2937892913,97928413.12,278412.8501,100607481.6,172074798.5,,,,,,,,,,,,,,,,,,
20/9/2021,7136742863,944218069.5,1778720124,1411526322,2679208400,91513774.73,277399.4984,100897070.6,130381703.7,,,,,,,,,,,,,,,,,,
21/9/2021,6760247375,912097117.8,1623725646,1403748632,2507825265,87582240.22,277980.8984,100993910.7,123996583.4,,,,,,,,,,,,,,,,,,
22/9/2021,7973151880,1016133873,2162839506,1422073080,3029642137,100370137,276169.6932,101130363.7,140686613.9,,,,,,,,,,,,,,,,,,
23/9/2021,8415580946,1056745147,2362203099,1412334865,3224202937,105677670.4,278662.1522,102662582.1,151475983,,,,,,,,,,,,,,,,,,
24/9/2021,8605056260,1099558541,2441683444,1409115900,3290249224,108085926.5,279320.2522,102741660.9,153342244,,,,,,,,,,,,,,,,,,
25/9/2021,8720859480,1077437697,2504358703,1410701935,3360014095,108873522.2,277496.9132,103520570.4,155675460.4,,,,,,,,,,,,,,,,,,
26/9/2021,8244873419,1061431299,2250174325,1418531687,3148974212,106991799.6,283365.3103,105593426.9,152893303,,,,,,,,,,,,,,,,,,
27/9/2021,8507638558,1084298606,2384151491,1412368874,3256116215,112464657,279937.6918,104783287.4,153175489.5,,,,,,,,,,,,,,,,,,
28/9/2021,7958279261,1025568863,2146238162,1399619462,3024523357,113248943.2,272874.2739,105655024.7,143152574.8,,,,,,,,,,,,,,,,,,
29/9/2021,8077306679,1018543636,2221754070,1394716092,3085143308,112505036.3,274888.0561,106714305.6,137655344,,,,,,,,,,,,,,,,,,
30/9/2021,8439283487,1072960066,2505161377,1402511201,3091771259,120312331.8,275534.8959,106757687.8,139534029.2,,,,,,,,,,,,,,,,,,
1/10/2021,8916487581,1198539399,2578397530,1390309673,3360911939,131280329,277593.7959,107798703.9,148972413.6,,,,,,,,,,,,,,,,,,
2/10/2021,9194333756,1240910941,2718803837,1392445580,3439489777,135598473.8,276195.6423,108398153.2,158410798,,,,,,,,,,,,,,,,,,
3/10/2021,9483733247,1265812494,2770166082,1392373615,3637815709,138985780.6,278732.4423,110451650.6,167849182.4,,,,,,,,,,,,,,,,,,
4/10/2021,10069292978,1306314046,3010791701,1416307677,3902419805,143712541.4,280505.755,114357639.2,175109061.9,,,,,,,,,,,,,,,,,,
5/10/2021,9920070396,1321560013,2908714546,1406314693,3844197362,148294273.2,281793.055,116290458.4,174417256.6,,,,,,,,,,,,,,,,,,
6/10/2021,9846829448,1318339321,2891729119,1393482010,3803158752,148782036.8,282043.055,116535938.6,174520228.3,,,,,,,,,,,,,,,,,,
7/10/2021,9483199985,1294754717,2717242351,1395251413,3641418636,154434246.8,280159.1412,117820292.1,161998169.6,,,,,,,,,,,,,,,,,,
8/10/2021,10264310833,1281170114,3150491518,1392512825,3985023693,164459590.6,284954.4255,121465474.5,168902664,,,,,,,,,,,,,,,,,,
9/10/2021,9715801690,1247585510,2889353729,1305421539,3802380196,169836898.8,288039.5255,130783827.2,170151949.9,,,,,,,,,,,,,,,,,,
10/10/2021,9556467993,1244000906,2847178696,1309487014,3682959013,172966230.9,286857.6046,132139950.7,167449323.7,,,,,,,,,,,,,,,,,,
11/10/2021,9234340930,1200416303,2654328873,1308460664,3621021674,161162015.3,292450.1583,134629664.1,154029286.9,,,,,,,,,,,,,,,,,,
12/10/2021,8995136168,1216831699,2484098376,1312493888,3536630925,159006181.7,292518.0966,134519544.7,151263034.5,,,,,,,,,,,,,,,,,,
13/10/2021,8965032033,1153247095,2437335635,1295714392,3633810275,156509297.4,296787.1836,137204349.2,150914201.5,,,,,,,,,,,,,,,,,,
14/10/2021,8876894072,1161691172,2485195014,1286138897,3502287503,154558482.8,286345.0825,137657588.1,149079070.3,,,,,,,,,,,,,,,,,,
15/10/2021,8941942025,1145857534,2509670493,1293114665,3552389353,152413799.9,290390.1142,138943019.6,149262770.5,,,,,,,,,,,,,,,,,,
16/10/2021,8993510939,1143079789,2548481469,1297514321,3567166510,149910881.9,291981.6856,139890055.8,147175931.1,,,,,,,,,,,,,,,,,,
17/10/2021,8935595352,1148188034,2504606287,1296372726,3546336479,148693734.7,291989.4863,143644553.1,147461549,,,,,,,,,,,,,,,,,,
18/10/2021,8981238706,1141647601,2549052286,1290753971,3563988549,143479125.9,294386.7863,144652222,147370564.2,,,,,,,,,,,,,,,,,,
19/10/2021,8815039317,1143852872,2437466625,1297811597,3491360504,146789612.5,296989.5121,149235821.3,148225296,,,,,,,,,,,,,,,,,,
20/10/2021,9177276890,1153695539,2590625484,1289431327,3701536023,145339886.5,298600.2121,149655970.2,146694059,,,,,,,,,,,,,,,,,,
21/10/2021,10022016397,1210233390,2981674682,1306428462,4064973199,155181204.3,297118.0732,150201771.2,153026570.5,,,,,,,,,,,,,,,,,,
22/10/2021,9868231930,1202097704,2903099799,1310106517,3997023373,152713125.9,303934.9221,152469907.8,150417568.3,,,,,,,,,,,,,,,,,,
23/10/2021,10030824162,1199073313,3030074786,1298092362,4044178531,165350059.8,302683.9655,151782815,141969611.8,,,,,,,,,,,,,,,,,,
24/10/2021,10004867943,1202486692,2994769224,1300947230,4044897869,164592833.2,306884.4251,153756010.9,143111198.8,,,,,,,,,,,,,,,,,,
25/10/2021,9800755427,1178248880,2924235575,1294055975,3950593049,163145561.3,305344.1595,154174528.5,135996513.7,,,,,,,,,,,,,,,,,,
26/10/2021,10143901632,1192664766,3090251101,1283128511,4122511413,163499735.2,307184.1824,155327847.8,136211073.8,,,,,,,,,,,,,,,,,,
27/10/2021,10054025530,1189870588,3055345932,1279809366,4072700139,163923497.1,308588.5874,156300916.1,135766503.7,,,,,,,,,,,,,,,,,,
28/10/2021,9420913324,1125898588,2806879016,1252699592,3791513590,160712208.4,303586.7726,155502179,127404563.4,,,,,,,,,,,,,,,,,,
29/10/2021,9918859497,1159040655,3036563812,1270972212,3979343541,186050391.4,309461.5627,157523664.2,129055760.4,,,,,,,,,,,,,,,,,,
30/10/2021,10099021390,1147477976,3129111101,1265764908,4083208939,180997149,307275.2226,156310956.2,135843085.8,,,,,,,,,,,,,,,,,,
31/10/2021,9951650191,1147456249,3009870792,1280968008,4040747884,186944103,307763.9928,158261438.9,127093952.4,,,,,,,,,,,,,,,,,,
1/11/2021,9877068469,1136042353,2995184381,1265371627,4003223687,194427442.2,305958.8245,158284036.8,124228983.3,,,,,,,,,,,,,,,,,,
2/11/2021,10089063284,1132769914,3062176533,1267731609,4088349274,189960803.1,307250.3276,161043872.2,119995076.6,66728952.75,,,,,,,,,,,,,,,,,
3/11/2021,10163319375,1141165459,3078173229,1272713896,4129669370,192302524.9,307886.1276,162780714.4,119610441.9,66595854.18,,,,,,,,,,,,,,,,,
4/11/2021,10674876074,1182677695,3318453083,1291257276,4325836209,195470202.5,305309.6169,163834418.6,119038201.8,78003677.33,,,,,,,,,,,,,,,,,
5/11/2021,11192182103,1217447932,3569171704,1299083718,4542116299,193429372.3,309634.6073,167241172.1,120771259.6,82611010.67,,,,,,,,,,,,,,,,,
6/11/2021,10963379743,1206972055,3453653489,1295694041,4418858192,191442534.4,310508.6613,167971109.7,119967762.3,108510051.8,,,,,,,,,,,,,,,,,
7/11/2021,11138887036,1216260008,3520447072,1302041809,4501966661,195144435.9,307460.182,168669695.6,120581704.8,113468188.5,,,,,,,,,,,,,,,,,
8/11/2021,11226513301,1186498480,3460926584,1284523219,4707541951,191370267.3,305669.8218,168456653.5,115989574,110900902,,,,,,,,,,,,,,,,,
9/11/2021,11492925837,1208768361,3691032808,1307735651,4677369402,191069345.7,306860.8364,169071859.6,113586897,124466362.6,9518288.866,,,,,,,,,,,,,,,,
10/11/2021,11079382353,1272911694,3428171582,1308204972,4464254058,190890167.6,307707.0364,170468897.6,114136250.4,120500409.6,9536614.056,,,,,,,,,,,,,,,,
11/11/2021,10806356715,1287741868,3294295161,1294172099,4339011096,183686567.4,308006.4025,172495377.4,108583559,117035739.1,9027240.604,,,,,,,,,,,,,,,,
12/11/2021,11227318478,1339472027,3448358638,1294767599,4530157398,180315248.1,309150.8555,172798011.2,126563053.2,125642733.1,8934619.337,,,,,,,,,,,,,,,,
13/11/2021,11098380926,1345601637,3407017765,1286719438,4453790106,178336173.1,309723.8285,173120020.8,124365600.2,121559616.1,7560846.621,,,,,,,,,,,,,,,,
14/11/2021,11372495809,1356240332,3537553555,1282683778,4587768538,177531859.7,308731.1359,173255620.5,123180431.9,126529698.5,7443264.622,,,,,,,,,,,,,,,,
15/11/2021,11296870967,1343044831,3493608973,1280997761,4568345902,179182064.7,310117.8659,173477863.3,123985902.5,126503207.8,7414343.742,,,,,,,,,,,,,,,,
16/11/2021,10764625939,1291722308,3248730191,1278206926,4347152365,177305791.6,311161.9731,175888782.5,120018088.6,118183107.5,7107216.482,,,,,,,,,,,,,,,,
17/11/2021,10025064887,1227982245,2943891699,1254037042,4071971884,163998368.5,312000.5761,176140596.7,111041130.4,68940591.75,6749328.176,,,,,,,,,,,,,,,,
18/11/2021,9996288265,1230677262,3009136862,1228743424,4005602719,162664209.5,310681.2828,176450148.9,108270532.1,67755456.7,6676970.025,,,,,,,,,,,,,,,,
19/11/2021,9541004132,1186599755,2842224867,1206370791,3804437326,159744282.2,308457.5491,174890521.2,98748306.49,61264043.88,6415781.334,,,,,,,,,,,,,,,,
20/11/2021,9823370438,1196438539,2928927314,1179538787,4014547354,156915295,312998.1533,176709017.4,98240516.23,65156353.62,6584263.494,,,,,,,,,,,,,,,,
21/11/2021,10179339576,1202942405,3068401203,1198229434,4217151334,157464291.2,314218.9403,177440866.5,85590953.33,65184540.64,6620329.762,,,,,,,,,,,,,,,,
22/11/2021,9797027725,1180348934,2819584546,1183661829,4133508488,158621188.9,308741.8161,175946861.7,79749742.36,58594300.34,6703093.047,,,,,,,,,,,,,,,,
23/11/2021,9537858463,1155594942,2806293630,1157235385,3936515384,158231611.8,309419.2777,186470969.5,74841648.42,55804058.99,6561413.803,,,,,,,,,,,,,,,,
24/11/2021,9682573851,1153757433,2918563327,1156647477,3967537602,157067356.8,310533.7966,189507605.3,75674945.96,56251766.17,7255803.273,,,,,,,,,,,,,,,,
25/11/2021,9104037696,868762134.5,2692756514,1152992194,3916285307,148059791.8,303810.7858,190501995.9,75367392.24,52090140.16,6918415.983,,,,,,,,,,,,,,,,
26/11/2021,9794062229,921541993,2975526889,1144183451,4266604772,148479128,304802.0466,190932262.9,81185222.51,58055859.65,7247848.419,,,,,,,,,,,,,,,,
27/11/2021,9508625727,916504173.2,2871654470,1148114815,4098082592,145483337.7,308683.4181,191179721.6,79049873.63,51276126.31,6971935.282,,,,,,,,,,,,,,,,
28/11/2021,9744320801,936123642.4,2954037900,1133304135,4242961521,143952810.6,304534.2563,191336225.3,81143332.49,54044327.56,7112372.918,,,,,,,,,,,,,,,,
29/11/2021,10688240314,1001469186,3417499509,1143930997,4635694302,144672398.7,308339.7756,192226234.5,83571256.62,61792830.27,7075259.793,,,,,,,,,,,,,,,,
30/11/2021,10932539690,1024234030,3484395491,1129791395,4793858488,151139591.8,306618.5315,193014957.1,85281860.47,63354018.07,7163240.547,,,,,,,,,,,,,,,,
1/12/2021,11919019387,1075332129,4029624653,1145447266,5149301518,153455878.2,310963.7808,196005380.5,86865642.07,75288165.49,7387791.204,,,,,,,,,,,,,,,,
2/12/2021,12750108283,1116387153,4300784461,1130211987,5676284905,154227079.2,307078.2956,194792663.6,89392016.66,80020924.19,7700015.552,,,,,,,,,,,,,,,,
3/12/2021,13191636208,1148963605,4477718566,1125191075,5915762685,152347035.8,308642.0417,197763845.7,83441455.95,82307966.01,7831331.663,,,,,,,,,,,,,,,,
4/12/2021,12926313793,1135586097,4396295565,1123788015,5756438425,150803050.6,309780.0417,200034049,76358664.73,79005089.05,7695058.014,,,,,,,,,,,,,,,,
5/12/2021,14360670584,1177712703,5168659927,1092889397,6403604361,144932060.7,306654.6468,204034524.7,77949186.77,82471598.33,8110171.188,,,,,,,,,,,,,,,,
6/12/2021,12848395608,1127449249,4373372171,1079126297,5764410628,140384099.8,308318.3468,207819273.9,66690330.79,80756501.38,8078738.636,,,,,,,,,,,,,,,,
7/12/2021,13345816643,1116120163,4556377335,1027363536,6148731515,137039869.5,309260.8238,208336819.5,64482128.95,79173440.85,7882574.36,,,,,,,,,,,,,,,,
8/12/2021,13754247373,1142601079,4719744314,1028161168,6349605244,137246726.1,310246.0795,213953206.2,66267643.89,87854104.29,8503641.118,,,,,,,,,,,,,,,,
9/12/2021,14072892068,1155842789,4868832930,998691239.4,6535425992,135742331.5,307219.1012,212382544,65808301.59,90736046.54,9122674.337,,,,,,,,,,,,,,,,
10/12/2021,13214900961,1108617994,4439360349,997771347,6174912661,131775618.1,308282.5701,212645261.2,63903904.73,76821002.61,8784541.972,,,,,,,,,,,,,,,,
11/12/2021,12646288559,1067987170,4071037731,986921977.5,6038906505,130056630.8,308795.8981,213245897.8,61384549.05,67805118.2,8634184.921,,,,,,,,,,,,,,,,
12/12/2021,12317330872,1052884739,3896311743,983756499.9,5909713113,127507990.4,308038.6936,214533825.2,61083746.58,62581392.76,8649782.73,,,,,,,,,,,,,,,,
13/12/2021,12745559324,1077397294,4077304942,977223193.2,6135429763,127497154.9,309185.3936,215177027.8,59894846.5,65831970.95,9493945.968,,,,,,,,,,,,,,,,
14/12/2021,11654465149,995084329.1,3585055604,955470524.1,5660208882,122093472.6,309963.7075,214956220.8,54898405.54,57595534.17,8792213.081,,,,,,,,,,,,,,,,
15/12/2021,12611761521,1089813908,3923142615,952549068.7,6061575521,121186076.3,310369.3075,215682368.1,51617972.09,61639841.17,9457770.702,24562705.09,100223305.3,,,,,,,,,,,,,,
16/12/2021,13106784605,1148984404,4085031705,955904818,6209236432,118538871.8,307060.1262,215815700.6,52053598.41,62124731.5,15401952.97,25000733.84,218384597,,,,,,,,,,,,,,
17/12/2021,13498876870,1201962609,4201942249,947349683.3,6337074966,117291262.3,307246.13,216109046.8,60914553.14,63317300.45,20106710.67,25942714.75,306558528.3,,,,,,,,,,,,,,
18/12/2021,14323125886,1280825363,4299105606,955890850.4,6497697692,115244155.1,309130.3209,216268301.8,88338930.25,62473852.88,22645906.45,23338029.75,426941629.7,334046438.5,,,,,,,,,,,,,
19/12/2021,16145562978,1540610456,4764229665,944593667.1,7156654346,107331181.4,306348.9637,216363557.5,80674557.47,65332118.6,23585083.77,22614677.9,833917502.6,389349816.1,,,,,,,,,,,,,
20/12/2021,17052218279,1687791963,5073011342,945051232.1,7313548088,106321795.2,306806.023,224335359.7,55758770.89,74310790.07,24226366.76,21482072.07,1110183254,415890439.5,,,,,,,,,,,,,
21/12/2021,17918788782,1949888335,5320173909,925663610,7622316514,104595024.2,311461.608,227062600.9,57097775.99,76276988.09,27353423.04,20712274.6,1137594620,449742246.7,,,,,,,,,,,,,
22/12/2021,19680837327,2057221525,5864732017,928498669.4,8589835150,107164415.3,313658.661,233994762.2,61482366.48,82049841.39,28992700.61,20101057.79,1213515889,492935274.1,,,,,,,,,,,,,
23/12/2021,19259597814,2041211855,5730020154,929641057.1,8342503174,109942732.4,310585.5195,236394393.4,61360386.5,76343354.48,31531113.43,19363003.42,1196901887,484074118.2,,,,,,,,,,,,,
24/12/2021,20384455508,2130526048,6166249274,922050711.4,8820301060,111649886.8,309295.0465,236219752.6,65171176.15,82608846.09,33754654.74,19242837.05,1265140852,531231113.7,,,,,,,,,,,,,
25/12/2021,20677543367,2121794041,6296278953,906872150.7,8967077818,112200792.9,310527.8416,238066212.2,70765446.59,82698011.97,33998450.28,19122405.93,1284056404,544302152.5,,,,,,,,,,,,,
26/12/2021,20892820322,2147760029,6380435349,903318763.5,9050895012,118221860.5,311725.8416,248641058.9,70901456.4,82705368.02,34298455.63,19194718.71,1294250682,541885842.3,,,,,,,,,,,,,
27/12/2021,21090132320,2218256767,6401472055,904939071.6,9140217305,118877439.2,312644.1416,249653348.5,69234920.24,82365289.73,34018337.36,19635874.18,1303127800,548021468.2,,,,,,,,,,,,,
28/12/2021,18633988549,833820830.2,5900529654,887540248.8,8717536072,117599565,313659.2461,250676662.6,66687280.83,78183808.61,32186985.66,19406131.17,1220146883,509360769,,,,,,,,,,,,,
29/12/2021,18036594870,821071146.3,5589730385,878336622.6,8391886373,114459361.1,314292.1461,251832078.1,63161855.73,70882168.44,30831048.15,19575109.58,1321483558,483030871.7,,,,,,,,,,,,,
30/12/2021,17949707776,837037030.5,5457395820,875810942.4,8451352990,115525569.2,305968.1095,243818512.3,66069338.39,67865791.1,25699278.65,21080362.11,1319093209,468652964.4,,,,,,,,,,,,,
31/12/2021,18044213367,854520640.2,5477827090,862367003.4,8503470745,121714696.9,303958.6132,242251674.7,64663389.87,67273896.84,23615537.89,21151971.69,1330768491,474284271.9,,,,,,,,,,,,,
1/1/2022,18447729702,866195859.4,5652785732,869948613,8654590570,124042031.7,307312.1073,246972429.4,64763405.18,65194326.88,31536254.04,21151422.01,1366239454,484002292.8,,,,,,,,,,,,,
2/1/2022,19483208339,890251929.3,6088004548,854672022.5,9108977519,127160709,302110.0636,246224575.3,67300754.51,68179064.8,34393054.09,20942974.06,1464789126,512009953.3,,,,,,,,,,,,,
3/1/2022,19300801501,897472157.9,5994664697,840736282.2,9062249376,125112185,302922.3636,247919943.1,66681827.57,67080052.17,31749378.42,21089208.35,1441021053,504722417.9,,,,,,,,,,,,,
4/1/2022,19099748717,910409980.1,5884067375,837328477.8,8970910489,129862043.3,304147.2607,254674467.6,67777689.8,65876081.45,33411736.49,21282783,1425421074,498422372.9,,,,,,,,,,,,,
5/1/2022,18634561693,947367971.2,5673449835,835559420.8,8887220080,133515310,304806.6607,257514924.1,78197077.86,65017091.61,40955247.66,20816289.26,1211509783,483133856.6,,,,,,,,,,,,,
6/1/2022,17711109023,911164101,5254976688,831355151.9,8578212997,131564867,301618.7655,259342217,73433826.27,61268672.69,37685439.53,20592779.98,1102835152,448375511.1,,,,,,,,,,,,,
7/1/2022,17438174447,907154860.2,5134088837,818755475.8,8510755787,130162433.9,302631.4684,260957388.2,67711916.89,58854599.5,40025797.33,19879425.32,1048398967,438691727,2434600.24,,,,,,,,,,,,
8/1/2022,16542325716,874245764.8,4677046831,814372934.6,8235923110,125447415.7,306029.6866,264029447.6,63947853.38,52995478,40443237.52,19967354.32,971241522.8,399915776.9,2442960.02,,,,,,,,,,,,
9/1/2022,16243006001,846642148,4495954289,816230899.2,8192922467,125074586,303885.2057,264216801.2,62320568.12,51851275.09,42230404.2,19054460.33,939334351.9,384403340,2466525.94,,,,,,,,,,,,
10/1/2022,17027874785,880720132.1,4866910382,787127885.5,8500896368,124371337.6,301408.5448,262069144.7,61621285.7,52532480.35,51951288.85,18354700,998569696.5,419970953.4,2477722.04,,,,,,,,,,,,
11/1/2022,16421991881,838056761.8,4577869960,801971418.6,8270653393,121166939.5,302652.1734,262942068.4,60852957.43,50790806.82,51468925.34,17837093.31,972237323.3,393361616.4,2479965.183,,,,,,,,,,,,
12/1/2022,17184426369,795306611.4,4905335566,800428890.6,8620601094,119663723.5,303072.8734,263941707.2,48250496.09,53862150.03,59706116.06,17902081.28,1073961560,422442225.7,2364532.809,356541.7234,,,,,,,,,,,
13/1/2022,18263013025,796790655.2,5435698360,796604640,9016542222,120700694.3,299631.4617,263475192.7,44421742.25,60010969.79,66459710.19,17828111.87,1171493206,470006802.2,2320426.544,360660.5547,,,,,,,,,,,
14/1/2022,17931052461,777628792.6,5240061034,811532681.5,8908328744,118816538.5,301390.8198,264404190.9,44630300.97,57940668.24,68094276.44,17725478.86,1166611606,452249607.7,2356414.597,370734.8113,,,,,,,,,,,
15/1/2022,18264238051,765253549.1,5390624942,776868391.1,9097572002,119547408.9,301827.7198,264800603.9,38270774.65,59646718.16,77238888.36,17581464.35,1184965632,468802836.8,2391762.641,371249.1413,,,,,,,,,,,
16/1/2022,19090823845,778390136.4,5753492980,768773963.3,9458869502,121146770.6,299458.1152,265475400.8,39145473.26,65568307.71,84982412.01,17159590.83,1232306801,502436676,2411773.643,364598.1092,,,,,,,,,,,
17/1/2022,19083160730,769054641.2,5733605331,782895397.3,9459211414,121626653.5,299938.0152,265740762.4,38371343.59,61937965.02,93615878.4,16977424,1229021703,507953301,2479604.441,369373.5031,,,,,,,,,,,
18/1/2022,17928860868,723034360.9,5215944273,779966753.4,8996437902,119998998.9,300465.5114,266264122.9,38234405.17,58002441.51,92964091.03,16331684.71,1158206738,460306808.7,2506501.957,361320.9981,,,,,,,,,,,
19/1/2022,18034858523,720846536.1,5323724199,759586572.7,9134355465,121638144.8,300947.4114,267614735.7,36660212.25,58290902.96,,16067651.17,1114041425,478782654.7,2572899.982,376176.3801,,,,,,,,,,,
20/1/2022,18197309993,688217467.1,5368214758,775655005.6,9244719871,126065616.5,297719.567,268500407.9,31700742.53,53352090.08,,15986112.88,1134011531,487555849.7,2551710.239,481110.654,,,,,,,,,,,
21/1/2022,17341980430,,5266619058,745651268.6,9217581171,124812244,298494.8135,269353198.8,27263314.58,58679871.31,,15859130.62,1131898038,480896475.7,2555887.974,512277.3162,,,,,,,,,,,
22/1/2022,15490991146,,4343681140,723887783.5,8552547528,112868064.2,298771.1363,269396551.7,25143170.1,47745912.81,,13986645.81,998531443.6,399915233.2,2535910.732,452992.215,,,,,,,,,,,
23/1/2022,15932587212,,4480602432,729705781.6,8910403227,102350710.6,291533.1243,269496074.2,24371495.61,45795163.54,,13351006.22,946302219.1,407016318.5,2485867.735,415383.7476,,,,,,,,,,,
24/1/2022,16296515935,,4612949787,720045113.6,9108707711,102250304,293498.5243,269697585.4,23464305.58,48091395.41,,13457865.32,973858932.3,419730881.7,3543513.822,425041.8608,,,,,,,,,,,
25/1/2022,15501811883,,4309691335,681191926.3,8760399653,95826233.56,293174.1369,268418567.4,22404984.71,42430281.74,,12588587.92,910556664,394066422.3,3534644.429,409408.932,,,,,,,,,,,
26/1/2022,15406883114,,4217529598,668328638.9,8811915865,93067678.93,294369.1259,269322265.1,22076404.87,42492716.08,,12346835.23,892219987.8,373425084.7,3449379.983,414290.0814,,,,,,,,,,,
27/1/2022,15318955589,,4139600995,675143193.6,8819545658,90371722.51,291863.5093,269495990.8,20735817.33,42286806.63,,12237006.17,878165916.2,367185572.7,3475673.631,419373.2785,,,,,,,,,,,
